A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,g,XR l,1.38,,,,0.94,3,1.29E-5,4
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,g,XR ka2,11.182,,,,6.87,23,7.7E-4,3
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,g,XR ka1,11.222,,,,13.3,5,0.00149,5
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,g,XR kb3,12.49,,,,0.91,3,1.14E-4,4
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,g,XR kb1,12.496,,,,1.77,6,2.22E-4,8
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,g,XR kb2,12.652,,,,0.126,5,1.60E-5,6
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,g,,161.9224,11,,,53.2,,0.0861,
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,e,Auger L,1.32,,,,52.68,16,6.953E-4,21
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,e,Auger K,9.67,,,,15.54,16,0.001503,15
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,e,CE K,149.2646,13,,,39.0,,0.0583,
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,e,CE L,160.268,4,,,6.64,,0.01064,
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,e,CE M,161.9224,11,,,1.032,,0.00167,
77,Se,34,43,161.9224,11,7/2+,IT,100,,,,17.36 S 5,17.36,86.143,2.63 6,0,0,70.719,2.198 15,0,0,0,0,0,161.69 6,161.9224 11,0.23 6,0.14 % 4,77Se,e,CE N,161.9224,11,,,0.0750,,1.215E-4,
