A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,XR l,0.34,,,,6.9E-4,23,2.3E-9,8
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,XR ka2,3.688,,,,0.0110,9,4.1E-7,3
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,XR ka1,3.692,,,,0.0219,16,8.1E-7,6
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,XR kb1,4.013,,,,0.00228,18,9.1E-8,7
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,XR kb3,4.013,,,,0.00116,9,4.6E-8,4
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,,174.28,3,,,74,5,0.130,8
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,,349.1,5,,,0.0047,11,1.7E-5,4
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,,417.4,3,,,0.37,3,0.00156,10
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,,453.9,3,,,0.042,5,1.91E-4,24
45,K,19,26,0.0,,3/2+,B-,100,,4196.5,7,17.81 M 61,1068.6,1.83E+3 3,0.00135 7,9.8E+2 4,0,0.443 24,0.0073 4,1.34E+3 6,0,0,0,0,4.16E+3 8,4196.5 7,0 AP,0 % AP,45Ca,g,,465.2,3,,,0.095,6,4.4E-4,3
