A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,g,XR l,6.95,,,,1.64,7,1.14E-4,5
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,g,XR ka2,48.221,,,,0.823,18,3.97E-4,9
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,g,XR ka1,49.128,,,,1.45,3,7.11E-4,15
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,g,XR kb3,55.48,,,,0.154,3,8.56E-5,17
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,g,XR kb1,55.674,,,,0.298,6,1.66E-4,3
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,g,XR kb2,57.142,,,,0.1000,21,5.71E-5,12
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,g,,91.39,3,,,2.3,,0.0021,
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,e,Auger L,5.5,,,,5.95,7,3.27E-4,4
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,e,CE K,33.90,3,,,3.05,,0.001034,
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,e,Auger K,39.7,,,,0.177,12,7.0E-5,5
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,e,CE L,81.64,3,,,5.03,,0.00411,
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,e,CE M,89.18,3,,,1.225,,0.001092,
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,e,CE N,90.94,3,,,0.277,,2.52E-4,
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,e,CE O,91.35,3,,,0.0324,,2.96E-5,
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,bm,,286.13,54,870.0,14,12.0,25,0.034,7
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,bm,,321.65,55,961.4,14,28,6,0.090,20
164,Ho,67,97,0.0,,1+,B-,40,5,961.4,14,28.8 M 5,1728.0,2.12,1.531 18,124 21,0,6.518,0.397 6,2.5E+2 4,0,0,0,0,3.8E+2 5,3.8E+2 5,0 AP,0 % AP,164Er,bm av,,3.1E+2,7,,,40,7,0.12,4
