A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,XR l,9.99,,,,30.6,13,0.00305,13
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,,49.0,3,,,1.25,8,6.1E-4,4
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,XR ka2,68.894,,,,16.6,4,0.0114,3
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,XR ka1,70.818,,,,27.9,6,0.0198,4
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,XR kb3,79.824,,,,3.37,7,0.00269,5
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,XR kb1,80.225,,,,6.45,13,0.00517,11
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,XR kb2,82.473,,,,2.33,5,0.00192,4
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,,161.4,5,,,6.51,,0.01051,
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,,210.3,5,,,4.8,4,0.0101,8
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,,379.42,11,,,92.9,27,0.352,10
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,,467.58,12,,,1.82,33,0.0085,15
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,,878.83,21,,,2.02,33,0.018,3
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,,966.62,10,,,30.8,14,0.298,14
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,g,,1015.63,25,,,66.2,20,0.672,20
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,e,Auger L,7.6,,,,55.6,13,0.00422,10
205,Hg,80,125,1556.4,3,13/2+,IT,100,,,,1.09 MS 4,0.00109,1.37E+3 3,44.0 5,0,0,130.0 16,5.45 16,0,0,0,0,0,1.55E+3 3,1556.4 3,0 AP,0 % AP,205Hg,e,CE L,34.2,3,,,11.0,8,0.0038,3
