A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,XR l,0.45,,,,1.8E-4,6,8.E-10,3
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,XR ka2,4.505,,,,0.0033,4,1.50E-7,17
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,XR ka1,4.511,,,,0.0067,7,3.0E-7,3
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,XR kb1,4.932,,,,7.4E-4,8,3.7E-8,4
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,XR kb3,4.932,,,,3.8E-4,4,1.85E-8,20
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,Annihil.,511.0,,,,200,14,,
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,,1083.09,10,,,100,,1.08309,
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,,1371.22,8,,,94,4,1.29,5
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,,1561.00,8,,,86,4,1.34,6
44,V,23,21,0+X,,(6)+,B+,100,,1.343E4,12,150 MS 3,0.15,5.89E+3 13,5.1E-4 4,0,3.6E+3 3,0,0.00198 16,3.5E+3 3,0,0,0,0,1.30E+4 4,1.343E+4 12,4.E+2 4,3 % 3,44Ti,g,,2045.6,4,,,8.1,6,0.166,12
